,EQ_ID,Lon,Lat,Depth,Mag
4766,002548_2,-72.42262,-31.01592,8.18,7.3
4767,002549,-72.65545,-33.73366,10.81,8.0
4768,002550,-73.71997,-40.47446,33.1,7.9
4769,002550_2,-74.11776,-38.46736,17.36,7.2
4770,002551,-73.41186,-35.50057,14.92,7.8
4771,002551_2,-71.52255,-19.07334,15.72,7.1
4772,002552,-70.78939,-18.78587,40.29,7.8
4773,002552_2,-71.06167,-27.25991,24.12,7.2
4774,002553,-71.48155,-29.9321,32.95,7.9
4775,002553_2,-71.43415,-31.28888,40.16,7.2
4776,002554,-74.17183,-37.83778,14.43,8.0
4777,002554_2,-72.48691,-34.36043,19.25,7.1
4778,002555,-73.01423,-37.0477,37.06,8.1
4779,002555_2,-70.28106,-22.40821,33.13,7.4
4780,002556,-70.91651,-21.83339,16.02,7.7
4781,002556_2,-73.67106,-35.78903,12.25,7.2
4782,002557,-72.09398,-29.53303,12.39,7.9
4783,002557_2,-71.52082,-32.24658,37.18,7.3
4784,002558,-70.97602,-19.16252,27.45,7.8
4785,002558_2,-70.69164,-19.7296,29.27,7.1
4786,002559,-70.32354,-22.16174,31.49,7.7
4787,002559_2,-72.02321,-34.82962,38.65,7.2
4788,002560,-73.96506,-40.72596,26.21,8.1
4789,002560_2,-71.41714,-18.38742,28.48,7.5
4790,002561,-71.08277,-27.80334,27.29,8.1
4791,002561_2,-72.37267,-30.43121,7.51,7.2
4792,002562,-72.20088,-34.84484,33.0,7.9
4793,002562_2,-72.4702,-33.79189,14.73,7.1
4794,002563,-71.24382,-18.47117,31.71,8.0
4795,002563_2,-70.06785,-19.91306,50.64,7.3
4796,002564,-72.17426,-33.27258,18.03,7.9
4797,002564_2,-71.66501,-29.12551,21.48,7.4
4798,002565,-70.49065,-23.0794,28.26,7.8
4799,002565_2,-72.09637,-28.91882,9.56,7.4
4800,002566,-71.07592,-21.25995,11.13,7.9
4801,002566_2,-71.43339,-18.62902,23.3,7.4
4802,002567,-70.70836,-27.4396,39.02,7.8
4803,002568,-73.65393,-37.235,22.38,7.7
4804,002568_2,-71.94063,-28.72546,12.43,7.2
4805,002569,-70.84649,-20.76605,18.24,7.7
4806,002569_2,-72.48691,-34.36043,19.25,7.2
4807,002570,-72.67039,-34.18654,14.63,7.9
4808,002570_2,-74.26967,-37.25288,10.5,7.1
4809,002571,-71.84698,-18.73831,13.71,7.9
4810,002571_2,-72.95873,-35.45983,22.76,7.2
4811,002572,-73.88642,-37.50312,18.94,7.8
4812,002572_2,-71.9373,-33.70282,26.71,7.1
4813,002573,-72.85227,-34.82867,17.6,7.9
4814,002573_2,-73.34126,-35.66817,17.95,7.3
4815,002574,-70.9544,-23.34154,17.3,8.0
4816,002574_2,-72.12451,-35.29634,43.72,7.4
4817,002575,-73.28754,-38.7016,39.03,7.8
4818,002575_2,-71.25595,-29.25867,37.47,7.2
4819,002576_2,-71.62648,-18.91007,15.75,7.2
4820,002577,-74.56036,-41.17015,14.54,8.0
4821,002577_2,-71.79722,-31.11705,25.18,7.2
4822,002578,-74.01533,-39.91307,23.61,7.9
4823,002578_2,-70.82241,-21.62722,17.94,7.2
4824,002579,-74.34237,-38.12155,11.97,7.8
4825,002579_2,-73.25604,-34.36932,6.59,7.3
4826,002580,-71.96085,-30.51351,18.76,7.9
4827,002580_2,-71.00438,-18.8438,31.67,7.3
4828,002581,-70.16072,-23.18596,39.09,7.9
4829,002581_2,-72.0071,-28.34053,8.01,7.3
4830,002582,-71.42651,-29.34843,31.28,8.0
4831,002582_2,-72.08128,-33.54151,21.64,7.3
4832,002583,-71.09709,-25.93303,18.9,8.1
4833,002584,-70.87427,-22.70033,17.8,7.8
4834,002584_2,-71.27652,-25.14431,14.47,7.1
4835,002585,-72.20736,-32.12844,15.18,7.7
4836,002585_2,-71.10774,-30.01933,50.42,7.3
4837,002586,-69.99342,-24.00998,48.34,7.8
4838,002586_2,-71.25442,-30.05356,43.71,7.4
4839,002587_2,-72.85807,-35.01066,19.13,7.1
4840,002588,-71.46328,-26.50593,11.06,7.7
4841,002588_2,-70.28948,-26.61781,52.36,7.5
4842,002589,-71.10934,-28.25425,31.0,8.0
4843,002589_2,-71.63889,-32.09671,32.5,7.6
4844,002590,-70.28088,-20.25596,38.8,7.8
4845,002590_2,-69.90094,-22.91009,47.71,7.5
4846,002591,-70.54716,-24.20656,30.99,7.9
4847,002591_2,-71.36729,-19.95889,9.2,7.1
4848,002592,-71.3408,-26.49557,14.34,7.8
4849,002592_2,-72.97787,-35.66235,25.16,7.3
4850,002593,-71.15464,-23.21875,10.99,7.8
4851,002593_2,-71.96085,-30.51351,18.76,7.3
4852,002594,-71.10541,-27.01018,21.26,7.9
4853,002594_2,-73.24358,-35.815,21.36,7.0
4854,002595,-70.76171,-21.37758,19.2,7.8
4855,002595_2,-74.12343,-41.13461,23.35,7.3
4856,002596,-70.66703,-21.35472,21.5,8.0
4857,002596_2,-70.21741,-19.40879,51.08,7.2
4858,002597,-70.81889,-18.8766,37.43,7.7
4859,002597_2,-74.39671,-39.84841,14.97,7.3
4860,002598,-72.36974,-34.71986,26.21,7.9
4861,002598_2,-71.33289,-25.95713,13.66,7.1
4862,002599,-72.01052,-33.02433,21.54,7.9
4863,002599_2,-70.97521,-24.87214,21.64,7.4
4864,002600,-71.61751,-28.91549,21.24,8.1
4865,002601,-73.52368,-40.57609,40.23,7.8
4866,002601_2,-73.69741,-39.98078,33.12,7.2
4867,002602,-70.4995,-23.51185,29.36,7.8
4868,002602_2,-72.65763,-34.68025,19.2,7.3
4869,002603_2,-72.16044,-18.4946,10.17,7.2
4870,002604,-73.76989,-37.93102,22.5,8.2
4871,002604_2,-72.37649,-33.8751,17.25,7.2
4872,002605,-70.11678,-22.12788,38.77,7.8
4873,002605_2,-71.29408,-32.86538,46.94,7.1
4874,002606,-73.57461,-36.28786,19.09,7.9
4875,002606_2,-70.49306,-21.38595,26.38,7.5
4876,002607,-72.48682,-35.98533,43.99,7.8
4877,002607_2,-72.77698,-35.70129,30.7,7.2
4878,002608,-71.47525,-31.9848,38.92,8.0
4879,002608_2,-70.29434,-19.45404,47.25,7.3
4880,002609,-69.92378,-21.78571,46.57,7.8
4881,002609_2,-70.5454,-22.46066,25.18,7.2
4882,002610,-71.30799,-19.60405,14.25,7.7
4883,002610_2,-70.41396,-20.37302,33.0,7.4
4884,002611,-72.38491,-35.40084,36.92,7.9
4885,002611_2,-73.65012,-36.03865,15.4,7.2
4886,002612,-71.05223,-20.02852,17.23,7.9
4887,002612_2,-71.79722,-31.11705,25.18,7.3
4888,002613_2,-70.76676,-21.54239,19.05,7.3
4889,002614,-72.85162,-36.92051,41.5,7.9
4890,002614_2,-72.57063,-35.4935,32.99,7.4
4891,002615,-73.89952,-41.89309,33.21,8.1
4892,002615_2,-70.54393,-25.92374,37.25,7.3
4893,002616,-74.18926,-42.47344,27.22,7.9
4894,002616_2,-74.48863,-38.28163,9.52,7.3
4895,002617,-71.22767,-19.71383,15.6,7.8
4896,002617_2,-73.48408,-38.7591,33.52,7.4
4897,002618,-73.89332,-40.35901,27.56,8.0
4898,002618_2,-73.63988,-43.49494,51.51,7.1
4899,002619,-70.66029,-25.26027,31.81,8.0
4900,002619_2,-73.60502,-40.14725,36.57,7.3
4901,002620,-71.22314,-30.94011,49.62,7.6
4902,002620_2,-71.34852,-32.48602,44.36,7.2
4903,002621,-70.27567,-21.55977,33.32,7.7
4904,002621_2,-70.80601,-23.64514,21.57,7.3
4905,002622,-70.47799,-19.52735,39.1,7.6
4906,002623,-70.11678,-22.12788,38.77,7.8
4907,002623_2,-71.62515,-30.57849,30.0,7.4
4908,002624,-73.89332,-40.35901,27.56,7.7
4909,002624_2,-73.00965,-38.0626,42.8,7.2
4910,002625,-73.47732,-38.12428,29.78,8.0
4911,002625_2,-71.83685,-19.01882,9.02,7.2
4912,002626,-72.466,-36.33019,49.69,7.9
4913,002626_2,-72.6682,-37.19197,49.56,7.2
4914,002627,-71.49962,-27.3558,14.53,7.8
4915,002627_2,-72.10783,-32.74229,18.46,7.3
4916,002628,-74.2306,-42.65808,26.64,8.0
4917,002628_2,-70.30962,-21.04647,33.24,7.2
4918,002629,-71.06681,-24.27389,17.61,7.7
4919,002629_2,-70.4995,-23.51185,29.36,7.2
4920,002630,-70.1409,-23.64932,41.5,7.7
4921,002630_2,-74.46906,-43.15306,21.4,6.9
4922,002631,-70.54012,-26.37306,39.12,7.8
4923,002631_2,-73.99547,-36.59865,13.13,7.4
4924,002632,-71.34494,-27.68905,19.05,7.9
4925,002632_2,-72.05584,-35.15166,43.42,7.2
4926,002633,-72.85178,-34.2753,12.44,8.0
4927,002633_2,-70.3901,-24.74422,38.91,7.1
4928,002634,-70.90343,-21.42032,16.09,7.7
4929,002634_2,-69.97932,-20.59345,48.48,7.4
4930,002635,-70.10316,-22.30235,39.35,7.9
4931,002636,-71.3408,-26.49557,14.34,7.7
4932,002636_2,-71.38292,-27.58043,17.95,7.2
4933,002637,-70.65846,-28.38929,52.31,7.8
4934,002637_2,-69.81468,-21.45474,51.72,7.4
4935,002638,-71.88735,-29.80338,18.75,7.9
4936,002638_2,-74.30146,-41.75037,21.42,7.4
4937,002639,-71.1088,-28.10268,29.28,7.8
4938,002639_2,-73.10766,-36.86639,33.54,7.4
4939,002640,-74.55513,-42.15622,16.82,7.8
4940,002640_2,-70.00705,-21.81309,43.17,7.3
4941,002641,-74.04744,-37.18156,14.93,7.7
4942,002641_2,-71.1122,-18.19981,43.37,7.1
4943,002642,-73.28754,-38.7016,39.03,7.9
4944,002642_2,-73.15941,-39.63618,52.64,7.2
4945,002644,-70.61378,-21.25635,23.05,7.9
4946,002645,-73.30856,-38.07801,33.78,7.7
4947,002645_2,-72.56583,-33.62403,11.68,7.2
4948,002646,-71.73139,-28.12477,13.71,7.9
4949,002646_2,-72.28925,-31.79463,12.59,7.1
4950,002647,-74.22649,-43.03661,27.93,7.8
4951,002647_2,-73.81546,-37.16916,19.12,7.3
4952,002648,-73.03113,-35.75379,25.18,7.9
4953,002648_2,-70.52184,-22.01246,25.27,7.3
4954,002649,-71.3129,-32.20246,45.94,7.6
4955,002649_2,-71.96923,-33.83864,26.93,7.4
4956,002650,-70.9901,-25.75192,21.54,7.8
4957,002650_2,-73.33167,-39.67769,45.54,7.1
4958,002651,-70.49306,-21.38595,26.38,7.8
4959,002651_2,-72.4509,-31.5489,8.53,7.5
4960,002652,-74.35957,-37.57337,9.83,8.0
4961,002653,-72.62274,-37.45308,52.93,7.9
4962,002653_2,-74.42851,-39.027,12.49,7.1
4963,002654,-71.25575,-33.69341,52.51,7.9
4964,002654_2,-71.77288,-27.59003,9.86,7.2
4965,002655,-74.38877,-42.27154,21.24,7.7
4966,002655_2,-71.23613,-27.16399,18.92,7.1
4967,002656,-71.02331,-26.471,21.31,8.0
4968,002656_2,-73.7495,-37.75207,22.27,7.4
4969,002657,-71.04673,-20.24849,15.83,8.0
4970,002658,-71.9568,-28.16025,8.3,8.0
4971,002658_2,-74.74523,-38.98785,6.68,7.4
4972,002659,-70.3901,-24.74422,38.91,7.9
4973,002659_2,-74.36359,-39.61165,15.11,7.2
4974,002660,-74.40649,-40.01481,15.18,7.8
4975,002660_2,-71.57153,-33.33542,36.83,7.4
4976,002661,-72.57062,-35.37887,30.99,8.1
4977,002661_2,-73.82442,-36.91219,18.15,7.4
4978,002662,-74.36359,-39.61165,15.11,7.9
4979,002662_2,-70.17152,-25.90869,52.9,7.4
4980,002663_2,-73.59628,-42.97077,51.67,7.4
4981,002664,-70.42214,-26.48967,45.21,8.0
4982,002664_2,-70.83116,-20.14479,21.68,7.1
4983,002665,-74.15546,-39.42388,19.0,7.8
4984,002665_2,-73.91401,-41.07832,28.74,7.4
4985,002666,-70.06785,-19.91306,50.64,8.2
4986,002666_2,-74.55473,-37.64464,5.91,7.5
4987,002667,-72.51494,-33.98417,15.55,8.1
4988,002667_2,-71.76426,-29.62833,21.43,7.3
4989,002668,-74.14891,-40.67399,21.46,7.6
4990,002668_2,-71.87422,-27.64092,7.78,7.5
4991,002669,-71.12116,-18.45147,36.18,7.8
4992,002669_2,-69.95088,-21.33015,46.35,7.2
4993,002670,-72.19355,-31.74901,14.92,7.9
4994,002670_2,-74.09118,-36.86053,12.66,7.4
4995,002671,-70.28643,-19.85375,42.41,7.8
4996,002671_2,-71.72087,-34.50112,44.36,7.3
4997,002672,-71.55653,-29.29114,26.09,7.7
4998,002672_2,-71.70042,-32.54307,30.5,7.3
4999,002673,-70.48183,-23.89276,31.47,8.1
5000,002674,-71.66338,-29.88872,25.8,8.0
5001,002674_2,-70.65292,-20.21443,26.19,7.4
5002,002675,-70.93499,-28.31882,38.82,7.8
5003,002675_2,-74.30916,-38.51455,13.6,7.5
5004,002676,-70.75826,-23.55985,22.49,7.8
5005,002676_2,-70.82239,-21.99846,18.08,7.2
5006,002677,-70.05108,-21.19648,42.61,7.8
5007,002677_2,-74.74749,-40.39055,10.56,7.2
5008,002678,-70.89132,-19.83417,22.51,7.8
5009,002678_2,-71.72837,-34.02841,37.1,7.4
5010,002679,-71.01423,-27.54311,27.6,7.9
5011,002679_2,-70.04956,-21.51939,41.9,7.1
5012,002680,-73.88981,-38.51038,22.26,7.8
5013,002680_2,-74.43685,-39.18173,12.74,7.5
5014,002681,-73.09567,-36.46894,31.46,7.9
5015,002681_2,-70.35464,-21.13089,31.38,7.2
5016,002682,-73.84255,-39.23906,26.17,7.9
5017,002683,-72.55756,-37.05683,52.96,7.7
5018,002683_2,-71.20332,-32.90297,50.92,7.2
5019,002684,-70.87705,-24.45124,22.78,7.7
5020,002684_2,-69.82564,-20.85558,53.42,7.3
5021,002685_2,-74.61912,-41.08345,13.48,6.9
5022,002686,-71.62514,-19.21869,11.11,7.8
5023,002686_2,-71.08969,-25.40103,19.25,7.3
5024,002687,-73.43763,-34.76827,7.43,7.9
5025,002687_2,-71.83332,-29.08612,17.16,7.2
5026,002688,-71.27571,-28.87303,32.37,7.8
5027,002688_2,-70.46851,-20.98084,28.02,7.5
5028,002689,-71.42628,-31.46526,40.79,8.0
5029,002689_2,-74.29224,-43.09594,26.04,7.3
5030,002690,-71.33595,-29.76065,38.19,7.8
5031,002690_2,-71.5169,-27.7393,16.33,7.1
5032,002691,-70.73348,-28.0981,44.92,7.9
5033,002691_2,-74.32028,-41.114,18.72,7.4
5034,002692,-70.53822,-19.05426,44.34,7.9
5035,002692_2,-73.90976,-42.78531,38.32,7.3
5036,002693,-74.14782,-39.06111,18.2,7.9
5037,002693_2,-71.46973,-19.60262,9.02,7.1
5038,002694,-71.15589,-26.20604,17.94,8.0
5039,002695,-72.49159,-33.16848,10.64,7.9
5040,002695_2,-71.14567,-25.11116,17.94,7.1
5041,002696,-70.72462,-22.77314,21.26,7.7
5042,002696_2,-72.65909,-34.5669,18.25,7.2
5043,002697,-70.91188,-29.27041,53.08,7.9
5044,002697_2,-69.92405,-22.59636,46.35,7.2
5045,002698,-74.25517,-38.93047,15.62,7.8
5046,002698_2,-71.63957,-31.90452,32.32,7.2
5047,002699,-70.72462,-22.77314,21.26,7.7
5048,002699_2,-70.0535,-24.08913,46.68,7.4
5049,002700,-70.78432,-22.29192,19.0,7.9
5050,002700_2,-73.57281,-37.18917,23.78,7.3
5051,002701,-70.06232,-24.94251,51.66,7.8
5052,002701_2,-71.1837,-18.10619,43.84,7.5
5053,002702_2,-71.96726,-30.67815,19.02,7.3
5054,002703,-71.01287,-27.88136,30.59,7.9
5055,002703_2,-71.75632,-28.44602,15.01,7.2
5056,002704,-70.81255,-28.8955,52.71,7.8
5057,002704_2,-71.94182,-29.02879,14.24,7.1
5058,002705,-71.77072,-34.3027,39.29,7.8
5059,002706,-71.03694,-20.62836,13.71,7.9
5060,002707,-74.75183,-40.02917,9.81,7.8
5061,002707_2,-72.55349,-35.68544,36.88,7.2
5062,002708,-71.10541,-27.01018,21.26,7.9
5063,002708_2,-71.40071,-24.84755,9.01,7.3
5064,002709,-70.68759,-28.29382,49.65,7.6
5065,002709_2,-73.43763,-34.76827,7.43,7.3
5066,002710,-72.466,-36.33019,49.69,8.2
5067,002710_2,-69.80473,-22.87988,51.25,7.2
5068,002711,-70.60286,-19.34311,37.16,7.8
5069,002711_2,-74.1375,-38.05798,15.81,7.5
5070,002712,-69.92142,-20.9686,48.81,7.9
5071,002712_2,-73.36709,-39.83445,44.85,7.1
5072,002713,-73.87521,-41.72063,33.0,7.9
5073,002713_2,-72.9561,-35.06419,18.23,7.4
5074,002714,-71.59579,-31.01637,32.5,8.0
5075,002714_2,-70.17653,-21.94223,36.55,7.2
5076,002715,-73.30278,-36.88616,28.54,7.7
5077,002715_2,-72.03605,-31.57192,18.82,7.2
5078,002716,-71.5006,-33.23941,39.25,7.8
5079,002716_2,-71.02946,-22.72861,13.81,7.3
5080,002717,-72.67127,-37.37132,50.49,7.9
5081,002717_2,-70.67064,-26.99442,37.21,6.9
5082,002718,-71.53301,-34.42463,50.77,7.7
5083,002718_2,-70.99935,-25.92037,21.17,7.1
5084,002719,-73.95585,-38.74581,21.66,8.0
5085,002719_2,-71.09036,-25.04216,19.09,7.4
5086,002720,-73.75298,-37.37649,20.95,7.8
5087,002721,-73.65273,-36.35323,18.09,8.0
5088,002721_2,-70.71622,-22.59128,21.03,7.3
5089,002722_2,-73.94702,-37.57411,18.11,7.6
5090,002723,-70.9586,-27.73884,31.25,7.9
5091,002723_2,-70.68421,-18.65732,47.05,7.5
5092,002724,-74.11838,-43.31572,32.36,7.9
5093,002724_2,-70.97646,-21.24734,14.25,7.5
5094,002725,-69.85037,-21.98106,49.33,7.9
5095,002725_2,-71.60037,-34.71983,53.22,7.2
5096,002726,-70.50551,-23.18413,28.15,7.8
5097,002727,-70.99943,-19.63478,21.52,8.2
5098,002727_2,-71.37264,-32.90746,43.66,7.2
5099,002728,-71.9373,-33.70282,26.71,7.7
5100,002728_2,-70.48777,-20.00387,33.38,7.0
5101,002729,-74.36359,-39.61165,15.11,7.8
5102,002729_2,-71.6025,-34.61418,51.16,7.3
5103,002730,-70.66029,-25.26027,31.81,7.8
5104,002730_2,-72.75248,-35.14902,22.89,7.5
5105,002731,-71.96684,-30.07118,17.49,8.0
5106,002731_2,-74.26967,-37.25288,10.5,6.9
5107,002732,-73.77786,-40.38023,31.09,8.0
5108,002732_2,-71.01128,-23.25279,15.81,7.5
5109,002733,-70.85137,-19.051,33.15,7.7
5110,002733_2,-70.30327,-22.62102,32.8,7.1
5111,002734,-73.66812,-39.36886,31.81,7.9
5112,002734_2,-73.89156,-41.44893,31.03,7.5
5113,002735,-70.78939,-18.78587,40.29,7.7
5114,002735_2,-70.35578,-18.99555,52.78,7.3
5115,002736,-70.83436,-25.96743,26.42,8.0
5116,002736_2,-73.00965,-38.0626,42.8,7.2
5117,002737,-73.61261,-42.71202,49.47,7.8
5118,002737_2,-70.3841,-22.88914,30.88,7.0
5119,002738,-74.43721,-39.52018,13.59,7.8
5120,002738_2,-74.91545,-39.92548,7.13,7.1
5121,002739,-73.09567,-36.46894,31.46,7.8
5122,002739_2,-70.4303,-23.24102,30.5,7.2
5123,002740,-71.98068,-33.91007,27.31,8.1
5124,002740_2,-74.51253,-42.61913,19.14,7.2
5125,002742,-73.89332,-40.35901,27.56,7.9
5126,002742_2,-70.57598,-26.28077,37.1,7.2
5127,002743,-74.08191,-41.51642,25.87,7.8
5128,002743_2,-72.09637,-28.91882,9.56,7.1
5129,002744,-70.89298,-20.33252,18.98,7.6
5130,002744_2,-70.99371,-25.03348,21.46,7.5
5131,002745,-72.23964,-32.92063,15.46,7.8
5132,002745_2,-70.60044,-21.41854,23.26,7.3
5133,002746,-74.7621,-40.24714,10.11,7.9
5134,002746_2,-73.39958,-36.6457,25.11,7.4
5135,002747,-73.27161,-40.25803,49.92,7.6
5136,002747_2,-69.96922,-20.88746,47.18,7.5
5137,002748,-73.87521,-41.72063,33.0,7.7
5138,002748_2,-72.57874,-34.51404,19.04,7.2
5139,002749,-72.75248,-35.14902,22.89,7.8
5140,002750,-70.00463,-23.06939,44.26,7.9
5141,002750_2,-71.02756,-27.44567,26.42,7.2
5142,002751,-73.90643,-43.24283,40.09,7.9
5143,002751_2,-73.61032,-38.30604,27.6,7.5
5144,002752_2,-71.9373,-33.70282,26.71,7.0
5145,002753,-71.50704,-26.05327,8.8,7.9
5146,002753_2,-71.91535,-18.5671,14.75,7.2
5147,002754,-72.07838,-31.64683,17.79,8.0
5148,002754_2,-74.13815,-36.69771,10.63,7.2
5149,002755,-70.46851,-20.98084,28.02,7.8
5150,002755_2,-71.66478,-31.30044,30.29,7.3
5151,002756,-71.70063,-33.09258,31.25,7.5
5152,002756_2,-69.80473,-22.87988,51.25,7.3
5153,002757,-70.06963,-24.25311,47.06,7.7
5154,002757_2,-71.85636,-34.37899,37.32,7.4
5155,002758,-73.37023,-40.44445,45.97,7.8
5156,002758_2,-72.86492,-38.34475,50.38,7.2
5157,002759_2,-72.66702,-36.27419,42.19,7.4
5158,002760_2,-73.5882,-36.11737,17.4,7.4
5159,002761,-73.69741,-39.98078,33.12,7.9
5160,002761_2,-70.18076,-25.12529,48.48,7.1
5161,002762,-72.49159,-33.16848,10.64,8.0
5162,002762_2,-70.55382,-25.74464,36.46,7.2
5163,002763,-70.08227,-20.7064,43.5,7.9
5164,002763_2,-72.87912,-35.88604,30.73,7.4
5165,002764,-72.16761,-35.13443,39.13,7.9
5166,002764_2,-71.06676,-29.34188,46.8,7.1
5167,002765,-70.8478,-18.71119,39.78,8.0
5168,002765_2,-74.74749,-40.39055,10.56,7.4
5169,002766,-70.7475,-19.78757,26.98,7.8
5170,002767,-71.52433,-18.0949,33.17,8.1
5171,002767_2,-71.6706,-18.41295,21.66,7.0
5172,002768,-73.65012,-36.03865,15.4,7.9
5173,002768_2,-71.86149,-18.41905,17.97,7.4
5174,002769,-71.01751,-26.97573,23.91,8.0
5175,002769_2,-72.29097,-34.89331,31.0,7.1
5176,002770,-70.27547,-23.96783,38.47,8.2
5177,002770_2,-70.4688,-27.39499,49.86,7.2
5178,002771,-71.63752,-32.79708,33.0,8.0
5179,002771_2,-69.97522,-22.75614,44.63,7.5
5180,002772,-73.30278,-36.88616,28.54,7.8
5181,002772_2,-73.53158,-35.63164,13.66,7.4
5182,002773,-71.96951,-33.28381,23.4,8.0
5183,002773_2,-74.38535,-43.23012,23.76,7.4
5184,002774,-71.18864,-29.97868,46.33,7.9
5185,002774_2,-70.93541,-25.67529,23.2,7.5
5186,002775,-73.75947,-39.71162,30.4,7.9
5187,002775_2,-71.19567,-24.58296,15.45,7.3
5188,002776,-71.79019,-30.937,25.0,7.6
5189,002776_2,-71.06777,-21.45222,11.36,7.4
5190,002777,-72.24246,-33.29352,16.49,8.0
5191,002777_2,-70.27567,-21.55977,33.32,7.2
5192,002778,-74.24981,-40.0939,18.3,7.7
5193,002778_2,-71.16588,-26.38234,17.98,7.2
5194,002779,-73.76018,-38.86935,26.76,7.9
5195,002779_2,-70.69459,-26.44627,32.92,7.3
5196,002780,-70.97646,-21.24734,14.25,8.0
5197,002781,-74.13591,-39.19699,18.83,7.8
5198,002781_2,-70.52713,-24.50642,33.14,7.3
5199,002782,-73.25604,-34.36932,6.59,7.9
5200,002782_2,-71.15633,-25.25376,17.79,7.3
5201,002783,-74.29224,-43.09594,26.04,7.9
5202,002783_2,-72.7844,-34.44714,15.22,7.2
5203,002784,-71.61129,-30.40503,29.93,8.0
5204,002784_2,-69.91122,-21.43942,47.73,7.0
5205,002785,-73.55219,-39.63616,37.02,8.2
5206,002785_2,-73.28247,-41.10545,51.13,7.0
5207,002786_2,-69.92405,-22.59636,46.35,7.5
5208,002787,-70.15029,-22.53275,37.81,7.9
5209,002787_2,-72.01203,-31.21745,18.76,7.4
5210,002788,-70.83116,-20.14479,21.68,7.8
5211,002788_2,-72.76044,-37.04745,45.35,7.3
5212,002789,-72.51364,-32.64175,8.5,8.0
5213,002789_2,-73.21513,-38.38357,38.66,7.4
5214,002790,-70.66029,-25.26027,31.81,7.9
5215,002790_2,-70.78619,-28.27388,44.86,7.2
5216,002791,-71.77759,-30.75673,25.0,7.9
5217,002791_2,-73.89467,-38.84485,23.39,6.9
5218,002792,-69.82307,-23.81402,53.33,7.9
5219,002792_2,-73.50292,-36.88245,24.02,7.2
5220,002793_2,-71.98732,-30.24939,17.36,7.3
5221,002794,-70.29075,-26.33851,50.27,7.7
5222,002794_2,-73.53947,-41.93792,46.42,7.4
5223,002795_2,-71.90554,-18.16906,21.67,7.0
5224,002796,-70.62248,-26.63901,37.0,8.0
5225,002796_2,-70.85413,-28.34712,42.8,7.1
5226,002797_2,-72.40105,-35.53115,38.8,7.3
5227,002798,-71.61403,-18.06244,31.55,7.8
5228,002798_2,-70.33366,-25.70318,45.24,7.5
5229,002799,-71.49962,-27.3558,14.53,7.8
5230,002799_2,-72.80797,-38.18651,51.08,7.2
5231,002800,-74.24981,-40.0939,18.3,7.6
5232,002800_2,-71.30253,-28.76718,30.08,7.3
5233,002801,-70.37552,-23.05256,31.6,7.7
5234,002801_2,-70.79728,-28.63283,49.54,7.5
5235,002802,-74.55762,-37.88638,6.82,7.7
5236,002802_2,-71.06899,-22.44626,11.92,7.2
5237,002803_2,-74.48996,-37.29404,6.02,7.5
5238,002804,-74.54155,-41.32506,15.19,7.8
5239,002805,-71.23168,-19.46132,17.69,7.9
5240,002805_2,-73.54001,-40.07245,38.85,7.3
5241,002806,-71.96449,-35.08818,45.6,8.0
5242,002807,-73.49601,-36.09104,19.01,8.1
5243,002807_2,-71.6706,-18.41295,21.66,6.9
5244,002808,-73.52368,-40.57609,40.23,7.8
5245,002808_2,-71.46355,-32.31679,39.51,7.2
5246,002809,-69.73932,-22.44823,53.52,8.1
5247,002809_2,-69.98907,-23.6015,46.59,7.2
5248,002810,-73.9872,-36.05254,7.94,7.8
5249,002810_2,-70.84649,-20.76605,18.24,7.4
5250,002811,-74.25517,-38.93047,15.62,7.9
5251,002811_2,-72.49364,-36.50051,50.65,7.4
5252,002812,-71.93598,-31.92302,22.32,7.9
5253,002812_2,-70.47985,-26.56882,43.05,7.2
5254,002813,-70.25663,-20.04973,41.55,7.9
5255,002813_2,-71.87642,-18.33521,18.98,7.4
5256,002814,-70.96853,-22.67849,15.5,7.8
5257,002814_2,-70.12592,-25.26439,51.3,7.5
5258,002815,-71.44801,-31.1163,39.16,7.9
5259,002815_2,-73.66117,-37.32656,22.57,7.1
5260,002816,-70.56862,-24.85377,33.44,7.8
5261,002816_2,-71.01191,-18.06436,51.42,7.4
5262,002817,-70.20815,-23.44838,38.39,8.1
5263,002817_2,-70.64444,-26.82456,37.22,7.1
5264,002818,-71.81996,-30.32466,22.43,7.9
5265,002818_2,-71.86129,-28.52439,12.99,6.9
5266,002819,-70.84136,-28.44626,44.81,7.8
5267,002819_2,-69.75077,-22.96415,53.39,7.1
5268,002820,-70.9586,-27.73884,31.25,7.9
5269,002820_2,-71.42925,-19.78569,8.76,7.1
5270,002821,-72.29179,-35.36908,39.34,7.8
5271,002822,-72.74371,-38.11528,52.98,8.0
5272,002822_2,-70.79616,-20.05328,23.29,7.3
5273,002823,-70.32961,-24.03038,37.0,8.0
5274,002823_2,-73.41186,-35.50057,14.92,7.3
5275,002824,-70.98129,-28.93094,45.6,7.8
5276,002824_2,-70.0022,-20.69982,46.84,7.3
5277,002825,-72.10489,-30.72396,15.73,7.6
5278,002825_2,-72.23724,-29.63019,8.86,7.2
5279,002826_2,-71.38018,-25.25829,11.09,7.3
5280,002827,-72.95612,-35.36022,21.42,8.1
5281,002827_2,-70.88932,-28.96194,50.19,7.3
5282,002828,-71.71484,-28.92657,18.9,7.6
5283,002828_2,-72.86595,-36.35398,37.01,7.4
