,EQ_ID,Lon,Lat,Depth,Mag
9171,005020,-71.75409,-18.57469,17.71,8.1
9172,005021,-71.24646,-24.52943,13.69,8.1
9173,005021_2,-70.96154,-19.79469,21.03,7.7
9174,005022,-70.14901,-24.9317,48.5,8.1
9175,005023,-70.51255,-21.07506,26.37,8.1
9176,005023_2,-73.43902,-40.10744,42.76,7.2
9177,005024,-70.17869,-21.76486,36.59,8.1
9178,005024_2,-74.22649,-43.03661,27.93,7.7
9179,005025,-70.29003,-23.67591,36.6,8.1
9180,005025_2,-71.44275,-34.17054,50.5,7.2
9181,005026,-72.38771,-32.65151,11.45,7.9
9182,005026_2,-72.25556,-29.98743,9.78,7.5
9183,005027,-73.48408,-38.7591,33.52,8.0
9184,005027_2,-72.10009,-30.25769,14.38,7.6
9185,005028,-71.10673,-25.19466,18.84,7.8
9186,005028_2,-72.12451,-35.29634,43.72,7.6
9187,005029,-71.93601,-34.56918,37.43,8.0
9188,005029_2,-71.53665,-18.85872,18.08,7.4
9189,005030,-71.86129,-28.52439,12.99,7.9
9190,005030_2,-70.4912,-27.03293,45.88,7.3
9191,005032,-70.41585,-21.76684,28.49,8.0
9192,005032_2,-73.27079,-37.48591,31.82,7.5
9193,005033,-74.36961,-38.43766,12.24,8.1
9194,005033_2,-73.2959,-34.6959,9.18,7.5
9195,005034,-73.90976,-42.78531,38.32,8.0
9196,005034_2,-73.09567,-36.46894,31.46,7.6
9197,005035,-71.89625,-31.40685,22.62,8.0
9198,005035_2,-71.48902,-18.18793,31.52,7.4
9199,005036,-71.92399,-31.58466,22.04,8.1
9200,005036_2,-72.32089,-33.155,14.24,7.7
9201,005037,-74.83349,-39.05898,5.42,8.3
9202,005037_2,-73.33167,-39.67769,45.54,7.6
9203,005038,-73.07465,-37.43319,36.94,8.1
9204,005038_2,-71.08037,-30.13336,52.46,7.6
9205,005039,-70.66585,-24.17555,27.32,8.2
9206,005039_2,-70.20846,-25.21475,47.96,7.4
9207,005040,-71.55564,-29.46156,27.3,8.0
9208,005040_2,-70.93577,-21.13425,15.37,7.4
9209,005041,-71.14416,-28.97647,39.0,8.1
9210,005041_2,-73.30782,-40.77812,49.13,7.4
9211,005042,-71.16545,-27.61662,23.14,7.8
9212,005042_2,-73.73742,-41.9819,39.36,7.6
9213,005043,-70.70425,-27.81942,42.94,8.1
9214,005043_2,-73.83251,-42.87229,41.66,7.4
9215,005044,-70.8142,-27.16285,32.39,8.0
9216,005044_2,-73.17354,-35.14549,15.7,7.4
9217,005045_2,-73.73191,-37.5707,22.01,7.4
9218,005046,-71.10578,-28.35142,32.34,8.2
9219,005046_2,-71.12047,-30.31635,51.67,7.7
9220,005047,-70.95014,-23.96038,19.17,8.1
9221,005047_2,-70.59745,-21.81186,23.2,7.4
9222,005048,-74.10192,-39.11476,19.38,8.0
9223,005048_2,-72.40062,-33.47133,13.96,7.4
9224,005049,-74.53653,-42.97878,19.33,8.1
9225,005049_2,-73.90484,-40.98345,28.66,7.4
9226,005050,-73.46961,-39.12852,36.64,8.2
9227,005050_2,-72.17777,-31.29087,14.6,7.5
9228,005051,-74.60714,-43.67718,18.88,8.0
9229,005052,-73.30231,-36.79516,28.14,8.1
9230,005052_2,-74.73449,-42.873,15.1,7.6
9231,005053,-71.0689,-23.79164,15.69,7.9
9232,005053_2,-74.4013,-43.07531,22.96,7.2
9233,005054,-71.02331,-26.471,21.31,8.1
9234,005054_2,-70.97313,-26.8934,24.95,7.3
9235,005055,-73.39958,-36.6457,25.11,8.3
9236,005055_2,-71.96449,-35.08818,45.6,7.6
9237,005056,-71.08969,-25.40103,19.25,8.1
9238,005057,-72.39861,-34.38671,21.35,8.0
9239,005057_2,-73.83611,-37.33807,19.32,7.5
9240,005058,-71.97284,-34.36746,33.11,8.0
9241,005058_2,-74.56822,-40.31349,13.07,7.3
9242,005059,-71.01308,-24.34721,19.09,8.0
9243,005059_2,-74.13833,-43.68521,32.02,7.5
9244,005060,-73.36298,-41.91044,53.12,8.0
9245,005060_2,-71.96794,-33.1208,22.9,7.6
9246,005061,-72.30195,-34.31584,22.9,7.9
9247,005061_2,-74.45885,-41.16036,16.14,7.5
9248,005062,-74.30146,-41.75037,21.42,8.1
9249,005063,-73.58704,-40.66833,38.13,8.1
9250,005063_2,-70.51476,-25.40086,37.27,7.4
9251,005064,-70.54827,-27.10782,43.73,8.0
9252,005064_2,-73.05726,-35.00727,16.2,7.5
9253,005065,-71.30799,-19.60405,14.25,7.9
9254,005065_2,-73.21265,-34.67409,10.38,7.3
9255,005066_2,-71.07592,-21.25995,11.13,7.4
9256,005067,-74.06815,-38.73804,19.13,8.2
9257,005067_2,-70.34723,-21.29154,31.27,7.7
9258,005068,-74.26173,-39.15526,16.03,8.2
9259,005068_2,-74.14891,-40.67399,21.46,7.4
9260,005069,-69.97522,-22.75614,44.63,8.0
9261,005069_2,-71.72907,-29.42365,21.47,7.6
9262,005070,-70.8833,-28.14854,38.81,8.0
9263,005070_2,-70.08232,-23.00524,41.27,7.6
9264,005071,-74.4013,-43.07531,22.96,8.0
9265,005072,-72.78179,-37.37159,46.32,7.8
9266,005072_2,-71.07652,-27.62704,26.06,7.4
9267,005073,-70.67064,-26.99442,37.21,8.1
9268,005073_2,-73.79523,-39.06224,26.69,7.4
9269,005074,-69.97736,-21.98284,44.21,8.0
9270,005074_2,-70.34731,-25.53089,44.06,7.2
9271,005075,-73.30046,-36.48425,26.38,8.2
9272,005075_2,-74.28887,-36.59023,6.28,7.4
9273,005076,-70.83989,-28.7956,50.03,8.0
9274,005076_2,-71.83209,-33.73336,30.35,7.6
9275,005077,-73.36142,-40.06276,45.83,8.0
9276,005077_2,-72.18322,-35.0511,37.09,7.4
9277,005078,-72.79604,-37.20378,44.89,8.0
9278,005078_2,-71.80852,-29.27656,18.62,7.7
9279,005079,-71.14416,-28.97647,39.0,8.0
9280,005079_2,-72.60218,-37.26714,52.56,7.3
9281,005080,-70.93499,-28.31882,38.82,8.0
9282,005080_2,-71.52433,-18.0949,33.17,7.4
9283,005081,-74.95612,-39.59739,5.51,8.0
9284,005081_2,-72.36974,-34.71986,26.21,7.1
9285,005082,-72.062,-29.73591,14.04,7.8
9286,005083,-70.86747,-27.24735,30.86,8.1
9287,005083_2,-72.98747,-37.38549,39.43,7.5
9288,005084,-71.27571,-28.87303,32.37,8.1
9289,005084_2,-74.22931,-40.3494,19.12,7.4
9290,005085,-70.2936,-25.25038,44.95,7.9
9291,005085_2,-74.42851,-39.027,12.49,7.8
9292,005086,-70.18888,-22.78868,36.96,8.1
9293,005086_2,-74.15546,-39.42388,19.0,7.5
9294,005087_2,-74.36359,-39.61165,15.11,7.2
9295,005088,-74.77814,-42.62963,14.0,8.3
9296,005088_2,-74.55596,-40.97144,14.16,7.4
9297,005089,-71.22975,-25.08618,15.72,8.1
9298,005089_2,-72.13785,-33.35805,19.26,7.3
9299,005090,-73.76989,-37.93102,22.5,7.9
9300,005090_2,-74.3457,-39.92647,16.06,7.6
9301,005091,-71.37463,-29.93993,37.58,8.2
9302,005092,-74.57121,-42.89707,18.28,7.9
9303,005092_2,-70.51255,-21.07506,26.37,7.4
9304,005093,-73.91401,-41.07832,28.74,7.9
9305,005093_2,-73.77664,-39.90145,30.4,7.3
9306,005094,-70.83387,-21.11983,17.86,8.0
9307,005095,-72.94551,-37.58919,41.84,8.0
9308,005095_2,-71.15273,-19.5219,18.86,7.3
9309,005096,-70.96087,-28.66649,42.69,8.1
9310,005096_2,-73.06445,-34.18602,7.92,7.4
9311,005097,-70.28088,-20.25596,38.8,7.9
9312,005097_2,-70.97939,-22.58432,15.07,7.5
9313,005098,-74.21841,-43.77305,29.31,8.0
9314,005098_2,-73.48611,-41.43091,44.88,7.5
9315,005099,-71.17507,-29.54861,43.81,8.2
9316,005099_2,-70.01484,-22.59459,42.9,7.4
9317,005100,-71.33581,-24.79329,11.39,8.2
9318,005100_2,-73.95145,-36.76469,15.2,7.2
9319,005101,-71.51632,-32.80102,37.68,8.1
9320,005101_2,-74.5542,-41.90501,16.27,7.3
9321,005102,-71.37264,-32.90746,43.66,8.0
9322,005102_2,-74.3028,-40.45514,17.76,7.2
9323,005103,-71.52287,-32.07408,37.03,8.1
9324,005104,-69.81919,-23.05538,51.03,8.0
9325,005104_2,-69.87849,-23.87329,51.66,7.7
9326,005105,-70.3865,-26.31152,45.71,8.0
9327,005106,-70.2336,-25.99041,50.68,7.9
9328,005106_2,-73.57511,-37.64727,25.47,7.7
9329,005107,-73.00965,-38.0626,42.8,8.2
9330,005107_2,-72.78913,-36.27677,38.46,7.7
9331,005108,-72.06529,-31.30417,17.54,8.2
9332,005108_2,-72.93485,-38.53045,49.59,7.4
9333,005109,-74.52608,-42.53505,18.54,8.1
9334,005109_2,-70.59745,-21.81186,23.2,7.6
9335,005110,-73.71639,-40.31003,32.99,8.2
9336,005110_2,-71.95312,-32.28895,22.29,7.3
9337,005111,-73.49801,-37.03826,24.74,8.0
9338,005111_2,-73.80137,-43.27096,44.26,7.5
9339,005112,-71.32875,-31.50393,45.28,8.0
9340,005112_2,-70.73166,-20.65829,21.39,7.4
9341,005113,-72.06017,-32.08387,18.97,8.1
9342,005113_2,-71.94987,-18.88825,8.75,7.5
9343,005114,-70.65162,-21.72053,21.77,8.3
9344,005114_2,-73.51421,-39.28948,36.29,7.7
9345,005115,-71.23512,-23.45999,8.93,8.3
9346,005115_2,-74.3436,-42.36227,22.62,7.4
9347,005116,-70.08835,-25.11738,51.82,8.2
9348,005116_2,-72.47677,-33.27845,11.4,7.5
9349,005117,-74.56276,-42.71399,18.09,8.0
9350,005117_2,-70.95014,-23.96038,19.17,7.4
9351,005118,-70.96087,-28.66649,42.69,8.2
9352,005118_2,-72.3142,-35.69815,44.83,7.8
9353,005119,-72.69534,-36.5754,44.36,8.1
9354,005119_2,-71.1317,-19.73419,17.69,7.5
9355,005120,-70.45308,-21.29359,27.77,8.1
9356,005120_2,-70.13256,-20.32694,44.07,7.5
9357,005121,-73.40117,-37.68822,29.52,8.1
9358,005121_2,-69.79732,-22.38996,51.23,7.4
9359,005122,-71.06777,-21.45222,11.36,8.1
9360,005122_2,-71.27188,-29.66419,40.36,7.3
9361,005123,-72.18322,-35.0511,37.09,8.0
9362,005123_2,-71.62937,-18.24648,26.22,7.3
9363,005124,-72.09557,-28.63972,7.76,8.2
9364,005124_2,-71.66901,-33.87776,37.53,7.6
9365,005125,-71.20073,-27.5244,21.45,7.9
9366,005125_2,-74.43825,-41.76162,18.24,7.5
9367,005126,-74.42243,-43.60812,23.23,8.0
9368,005127,-70.52713,-24.50642,33.14,8.0
9369,005127_2,-72.342,-33.40039,14.78,7.5
9370,005128,-71.25163,-31.85641,49.08,8.2
9371,005128_2,-72.10315,-18.32879,15.03,7.4
9372,005129,-70.15029,-22.53275,37.81,8.3
9373,005129_2,-72.14141,-29.08362,9.25,7.4
9374,005130,-71.26483,-29.50447,39.4,8.1
9375,005130_2,-71.37264,-32.90746,43.66,7.4
9376,005131,-71.31054,-19.50979,15.17,8.3
9377,005131_2,-71.42233,-33.3866,43.07,7.7
9378,005132,-71.3408,-26.49557,14.34,8.1
9379,005132_2,-74.20491,-43.58921,29.64,7.5
9380,005133,-70.87894,-23.13028,18.51,8.0
9381,005133_2,-72.80797,-38.18651,51.08,7.3
9382,005134,-72.10708,-31.90682,17.42,8.0
9383,005134_2,-70.56985,-23.68235,27.97,7.6
9384,005135,-70.87112,-22.24039,17.03,8.1
9385,005135_2,-73.72298,-37.16809,20.76,7.5
9386,005136,-71.94527,-32.76083,22.89,8.0
9387,005136_2,-75.06892,-39.92192,4.87,7.4
9388,005137,-71.87858,-31.83079,23.81,8.1
9389,005137_2,-73.74507,-36.31375,15.94,7.6
9390,005138,-70.41285,-21.65474,28.65,8.0
9391,005138_2,-71.84879,-30.67659,22.5,7.4
9392,005139,-72.58009,-32.96661,7.99,7.9
9393,005139_2,-72.30886,-29.89422,8.07,7.4
9394,005140,-73.76347,-40.06099,31.11,8.2
9395,005140_2,-71.69221,-29.24248,21.48,7.6
9396,005141,-73.42222,-39.91321,42.91,8.1
9397,005141_2,-72.30706,-33.73745,17.58,7.6
9398,005142,-73.90976,-42.78531,38.32,8.0
9399,005142_2,-71.21445,-23.71397,10.64,7.2
9400,005143,-71.17212,-22.76084,8.79,8.0
9401,005143_2,-74.07585,-42.78971,32.33,7.5
9402,005144,-71.55564,-29.46156,27.3,8.1
9403,005144_2,-74.61266,-42.35076,16.21,7.3
9404,005145,-70.911,-21.32001,15.94,8.2
9405,005145_2,-72.65506,-34.99074,22.9,7.7
9406,005146,-70.49456,-20.79615,27.87,8.0
9407,005146_2,-70.13839,-20.60956,41.82,7.5
9408,005147,-70.07106,-22.9048,41.41,8.0
9409,005147_2,-73.41186,-35.50057,14.92,7.6
9410,005148,-73.82442,-36.91219,18.15,8.3
9411,005148_2,-70.95764,-27.06116,26.3,7.6
9412,005149,-70.88727,-19.48449,26.05,8.0
9413,005149_2,-73.90643,-43.24283,40.09,7.3
9414,005150,-74.6236,-37.97415,5.89,8.1
9415,005150_2,-74.91545,-39.92548,7.13,7.4
9416,005151,-70.48091,-19.67534,37.11,7.8
9417,005151_2,-73.48766,-35.91763,17.55,7.3
9418,005152_2,-70.46339,-26.86704,45.96,7.5
9419,005153,-70.4736,-24.14515,32.97,7.7
9420,005153_2,-74.51253,-42.61913,19.14,7.5
9421,005154,-71.22767,-19.71383,15.6,7.9
9422,005154_2,-70.77522,-24.6565,26.35,7.6
9423,005155,-73.50836,-39.72972,38.97,8.1
9424,005155_2,-71.14567,-25.11116,17.94,7.4
9425,005156,-73.42484,-38.34317,32.37,8.2
9426,005156_2,-71.07647,-22.1122,11.26,7.5
9427,005157,-70.68422,-23.03688,22.93,7.9
9428,005157_2,-72.23799,-34.15615,22.78,7.5
9429,005158,-71.62359,-34.38948,46.42,7.9
9430,005158_2,-70.74025,-20.39902,22.45,7.3
9431,005159,-74.28144,-42.02374,22.94,8.3
9432,005159_2,-72.68788,-36.68114,45.45,7.4
9433,005160,-73.77099,-41.73146,36.48,8.5
9434,005160_2,-70.74592,-23.13075,21.66,7.6
9435,005161,-71.1568,-29.12007,40.27,8.2
9436,005162,-72.90385,-36.69212,38.55,8.1
9437,005162_2,-71.15633,-25.25376,17.79,7.5
9438,005163,-69.89125,-21.26004,49.02,8.0
9439,005163_2,-73.48408,-38.7591,33.52,7.4
9440,005164,-74.91545,-39.92548,7.13,8.2
9441,005164_2,-70.11678,-22.12788,38.77,7.4
9442,005165,-74.07833,-37.68297,15.93,8.0
9443,005165_2,-74.19905,-38.76544,16.38,7.5
9444,005166,-74.00632,-42.42042,32.86,8.0
9445,005166_2,-73.93097,-40.63587,26.93,7.5
9446,005167,-74.04734,-41.33971,26.03,8.0
9447,005167_2,-73.14875,-38.22581,39.56,7.5
9448,005168,-73.2959,-34.6959,9.18,8.3
9449,005168_2,-70.14505,-21.1642,39.01,7.4
9450,005169,-72.18378,-33.51889,18.93,8.0
9451,005169_2,-72.12233,-32.55085,17.83,7.6
9452,005170,-71.45218,-28.40396,21.33,8.1
9453,005170_2,-74.25084,-37.34388,11.38,7.3
9454,005171,-70.4736,-24.14515,32.97,7.8
9455,005171_2,-74.08899,-41.95043,27.72,7.7
9456,005172,-73.75975,-39.17364,28.14,8.2
9457,005172_2,-73.06719,-36.70483,33.84,7.6
9458,005173,-72.39627,-35.88922,45.45,8.2
9459,005174,-70.45147,-25.34156,39.45,7.9
9460,005174_2,-70.08311,-23.58087,43.21,7.6
9461,005175,-72.20189,-34.74379,31.35,8.2
9462,005175_2,-71.17507,-29.54861,43.81,7.4
9463,005176,-71.31645,-24.41534,10.74,8.0
9464,005176_2,-74.03024,-42.59958,32.98,7.5
9465,005178,-71.50143,-28.5576,21.38,7.9
9466,005178_2,-74.06015,-40.09626,22.76,7.5
9467,005179,-73.57858,-39.98355,37.28,8.1
9468,005179_2,-72.40105,-35.53115,38.8,7.3
9469,005180,-70.48531,-21.83513,26.35,8.0
9470,005180_2,-74.47092,-42.03595,18.37,7.6
9471,005181,-70.5127,-27.86039,52.33,8.2
9472,005181_2,-71.84106,-18.92243,10.79,7.5
9473,005182,-71.68275,-31.81464,30.49,8.2
9474,005182_2,-73.19409,-39.00048,45.02,7.5
9475,005183,-73.64337,-36.81897,20.86,8.3
9476,005183_2,-72.75797,-34.36132,14.84,7.6
9477,005184,-72.59235,-33.90494,13.47,8.1
9478,005184_2,-70.57598,-26.28077,37.1,7.6
9479,005185,-70.54827,-27.10782,43.73,8.0
9480,005185_2,-72.19569,-32.57374,15.93,7.5
9481,005186,-70.77896,-25.62273,28.16,8.1
9482,005186_2,-70.17279,-24.83086,47.04,7.5
9483,005187_2,-73.93097,-40.63587,26.93,7.6
9484,005188,-71.77759,-30.75673,25.0,8.0
9485,005188_2,-70.95485,-24.70245,21.71,7.7
9486,005189,-70.30763,-22.79448,33.03,8.3
9487,005189_2,-73.01525,-37.94585,41.78,7.8
9488,005190,-73.49601,-36.09104,19.01,8.1
9489,005191,-72.1002,-34.26652,27.77,7.8
9490,005191_2,-71.33603,-26.85956,15.75,7.5
9491,005192,-72.20736,-32.12844,15.18,8.0
9492,005192_2,-70.73504,-27.34168,36.97,7.3
9493,005193_2,-75.00109,-39.98454,6.04,7.7
9494,005194,-72.13224,-33.70387,21.37,8.2
9495,005194_2,-72.37993,-35.05591,31.0,7.3
9496,005195,-73.61499,-42.10971,44.86,8.0
9497,005196_2,-71.20338,-20.17248,11.8,7.4
9498,005197,-72.12395,-31.02517,15.54,7.8
9499,005197_2,-71.76259,-31.29425,26.55,7.4
9500,005198,-71.38285,-27.24447,16.54,7.9
9501,005198_2,-70.97313,-26.8934,24.95,7.6
9502,005199,-71.27499,-24.95024,14.03,8.0
9503,005199_2,-70.46638,-22.39334,27.27,7.6
9504,005200,-74.22931,-40.3494,19.12,8.0
9505,005200_2,-71.48155,-29.9321,32.95,7.7
9506,005201,-74.42851,-39.027,12.49,8.2
9507,005201_2,-71.21429,-33.07409,50.76,7.5
9508,005202,-73.83611,-37.33807,19.32,8.2
9509,005202_2,-72.84448,-37.54223,45.08,7.4
9510,005203,-71.30799,-19.60405,14.25,8.1
9511,005203_2,-73.76347,-40.06099,31.11,7.4
9512,005204,-71.84869,-31.33168,23.87,7.9
9513,005204_2,-70.11678,-22.12788,38.77,7.4
9514,005205,-70.99964,-28.82738,43.3,8.1
9515,005205_2,-74.4013,-43.07531,22.96,7.3
9516,005206,-73.56211,-37.3909,24.79,8.2
9517,005206_2,-73.62103,-43.15805,51.44,7.1
9518,005207,-72.0007,-18.46698,14.47,8.2
9519,005207_2,-72.4702,-33.79189,14.73,7.5
9520,005208,-74.60977,-40.15477,12.19,8.0
9521,005208_2,-72.16038,-29.38784,10.08,7.5
9522,005209,-74.9998,-40.99496,7.96,8.1
9523,005209_2,-70.12514,-21.47767,39.04,7.5
9524,005210,-71.18528,-20.34541,11.0,8.1
9525,005210_2,-72.66339,-35.31326,27.44,7.5
9526,005211,-73.97798,-39.36496,23.11,8.1
9527,005211_2,-74.75006,-41.29756,12.09,7.4
9528,005212,-70.48531,-21.83513,26.35,7.8
9529,005212_2,-71.43432,-28.716,25.08,7.3
9530,005213,-73.07018,-34.03456,6.27,8.2
9531,005213_2,-72.74535,-34.82448,19.12,7.4
9532,005214,-70.54012,-26.37306,39.12,8.2
9533,005214_2,-72.57063,-35.4935,32.99,7.7
9534,005215,-71.10774,-30.01933,50.42,8.0
9535,005215_2,-71.03694,-20.62836,13.71,7.5
9536,005216,-71.08969,-25.40103,19.25,8.1
9537,005216_2,-71.80852,-29.27656,18.62,7.4
9538,005217,-70.88679,-19.37348,27.36,8.2
9539,005218,-71.48029,-31.37569,38.29,8.0
9540,005218_2,-70.17869,-21.76486,36.59,7.5
9541,005219,-70.54573,-19.82475,33.15,7.8
9542,005220,-71.72194,-30.10072,24.84,8.1
9543,005220_2,-73.40117,-37.68822,29.52,7.4
9544,005221_2,-74.15042,-38.96155,17.89,7.3
9545,005222,-70.76171,-21.37758,19.2,8.1
9546,005222_2,-73.35027,-39.36339,42.61,7.5
9547,005223,-70.0177,-22.09025,42.55,8.1
9548,005223_2,-72.06537,-28.52405,7.74,7.4
9549,005224,-71.88735,-29.80338,18.75,7.9
9550,005224_2,-74.21971,-38.45666,15.25,7.5
9551,005225,-74.32507,-39.01709,14.42,8.1
9552,005225_2,-72.40105,-35.53115,38.8,7.5
9553,005226,-73.36613,-40.96884,47.25,8.1
9554,005226_2,-70.28088,-20.25596,38.8,7.7
9555,005227,-72.56059,-35.04225,25.9,7.9
9556,005228,-74.1656,-37.96514,14.96,8.0
9557,005228_2,-70.7956,-26.70212,30.25,7.5
9558,005229,-74.6236,-37.97415,5.89,8.0
9559,005229_2,-70.97332,-21.92533,14.47,7.3
9560,005230,-70.78041,-21.20661,18.91,8.0
9561,005230_2,-72.41774,-35.78002,42.8,7.4
9562,005231,-70.52638,-25.58567,37.27,8.0
9563,005231_2,-71.8519,-33.81621,30.47,7.4
9564,005232,-71.75409,-18.57469,17.71,7.9
9565,005232_2,-70.63421,-24.93802,31.65,7.2
9566,005233,-70.39933,-20.6014,32.03,8.2
9567,005233_2,-73.43431,-40.89827,44.34,7.3
9568,005234,-71.35775,-30.56805,41.67,8.1
9569,005234_2,-70.85036,-27.87402,36.97,7.6
9570,005235,-70.06183,-22.52451,41.06,8.3
9571,005235_2,-71.59317,-27.79745,15.11,7.5
9572,005236,-70.64444,-26.82456,37.22,8.2
9573,005236_2,-71.15982,-30.67194,51.67,7.4
9574,005237_2,-73.19292,-40.00347,52.97,7.4
9575,005238_2,-71.61128,-31.72715,33.16,7.7
9576,005239,-72.20088,-34.84484,33.0,8.1
9577,005239_2,-73.4811,-36.79233,24.07,7.6
9578,005240,-72.29179,-35.36908,39.34,7.9
9579,005240_2,-73.96506,-40.72596,26.21,7.5
9580,005241,-70.06963,-24.25311,47.06,8.3
9581,005241_2,-73.58941,-36.65936,21.14,7.2
9582,005242,-71.84998,-32.97082,26.01,8.0
9583,005242_2,-73.62185,-36.20265,17.48,7.6
9584,005243,-73.97937,-38.93136,21.73,7.9
9585,005244_2,-73.25648,-34.86252,11.5,7.2
9586,005245,-74.53653,-42.97878,19.33,8.2
9587,005245_2,-73.36129,-38.77893,37.38,7.3
9588,005246,-72.93485,-38.53045,49.59,8.3
9589,005246_2,-74.69584,-39.3457,8.79,7.5
9590,005247,-70.6985,-27.16897,37.24,8.0
9591,005247_2,-74.06512,-38.27681,17.89,7.6
9592,005248,-74.16721,-42.29695,27.15,8.0
9593,005248_2,-71.03354,-19.85663,18.89,7.2
9594,005249,-74.31695,-42.19365,22.71,8.2
9595,005249_2,-72.91886,-38.80029,53.14,7.4
9596,005250,-70.19139,-21.55445,36.36,8.2
9597,005250_2,-72.04699,-33.61966,23.0,7.7
9598,005251_2,-74.43841,-40.65827,15.51,7.2
9599,005252,-72.42262,-31.01592,8.18,8.2
9600,005252_2,-71.3408,-26.49557,14.34,7.7
9601,005253,-71.49436,-28.20493,18.92,8.2
9602,005253_2,-74.1314,-41.85674,26.1,7.6
9603,005254,-74.60972,-39.27421,9.98,8.2
9604,005254_2,-74.73449,-42.873,15.1,7.4
9605,005255,-70.18936,-22.44759,36.3,8.2
9606,005255_2,-74.10192,-39.11476,19.38,7.2
9607,005256,-72.4735,-31.72715,8.13,8.2
9608,005256_2,-73.363,-38.25925,33.47,7.6
9609,005257,-73.71161,-39.80624,32.28,8.3
9610,005257_2,-73.94702,-37.57411,18.11,7.3
9611,005258,-72.37851,-35.17105,33.0,7.9
9612,005258_2,-73.57511,-37.64727,25.47,7.5
9613,005259,-70.00705,-21.81309,43.17,8.1
9614,005259_2,-72.65778,-35.2025,25.89,7.4
9615,005260,-71.55559,-28.99248,23.83,8.0
9616,005260_2,-70.43306,-23.98654,33.43,7.5
9617,005261,-74.1653,-42.03566,25.98,8.0
9618,005261_2,-74.52761,-38.85115,10.22,7.4
9619,005262,-70.76271,-24.46749,25.92,8.2
9620,005262_2,-74.48446,-42.45228,19.4,7.4
9621,005263_2,-74.06295,-41.78015,27.63,7.4
9622,005264,-70.86072,-20.5134,18.79,7.7
9623,005264_2,-71.9396,-32.11515,22.5,7.6
9624,005265,-71.69988,-34.60119,46.93,8.1
9625,005265_2,-75.07316,-41.08943,7.18,7.5
9626,005266_2,-70.06132,-20.31191,47.13,7.4
9627,005267,-70.55026,-24.6852,33.28,8.1
9628,005267_2,-73.94532,-41.79791,31.21,7.4
9629,005268,-70.13747,-19.96723,47.17,8.1
9630,005268_2,-73.76018,-38.86935,26.76,7.4
9631,005269,-73.52048,-41.31045,42.9,7.9
9632,005269_2,-74.59999,-43.84443,19.18,7.6
9633,005270,-71.235,-27.706,21.7,8.0
9634,005270_2,-73.97475,-41.96903,31.25,7.4
9635,005271,-72.72425,-36.03854,37.43,7.9
9636,005271_2,-72.17472,-30.95835,14.24,7.6
9637,005272_2,-70.33907,-26.97796,52.73,7.3
9638,005273,-73.9543,-40.41971,25.95,8.0
9639,005273_2,-73.42222,-39.91321,42.91,7.5
9640,005274,-72.25556,-29.98743,9.78,8.0
9641,005274_2,-71.00801,-23.00815,15.09,7.4
9642,005275,-74.27298,-41.04278,19.54,7.8
9643,005275_2,-71.22742,-29.35789,39.7,7.6
9644,005276,-73.45776,-36.32087,21.74,7.9
9645,005276_2,-70.95764,-27.06116,26.3,7.4
9646,005277,-70.65517,-23.84518,26.19,8.2
9647,005277_2,-71.49905,-34.01753,45.95,7.6
9648,005278_2,-73.79523,-39.06224,26.69,7.8
9649,005279,-70.75064,-27.99911,42.89,8.1
9650,005279_2,-74.04734,-41.33971,26.03,7.5
9651,005280,-71.69038,-34.78422,50.67,8.1
9652,005280_2,-72.90886,-38.17664,47.24,7.3
9653,005281,-70.39778,-26.04626,43.81,8.1
9654,005281_2,-71.43289,-19.36654,13.82,7.3
9655,005282,-71.55567,-30.48744,32.5,8.1
9656,005282_2,-72.76955,-36.97821,44.65,7.2
9657,005283,-71.87858,-31.83079,23.81,8.1
9658,005283_2,-70.98388,-21.65975,14.0,7.4
9659,005284,-72.42163,-33.71039,15.07,8.0
9660,005284_2,-71.50704,-26.05327,8.8,7.5
9661,005285,-70.83966,-22.95821,19.04,8.2
9662,005285_2,-73.10766,-36.86639,33.54,7.7
9663,005286,-73.7495,-37.75207,22.27,8.3
9664,005287,-71.06681,-24.27389,17.61,8.1
9665,005287_2,-70.12771,-23.90122,43.13,7.2
9666,005288,-71.96085,-30.51351,18.76,8.1
9667,005288_2,-71.94531,-29.72386,17.01,7.5
9668,005289,-73.9134,-42.60404,37.15,8.2
9669,005289_2,-72.71711,-36.13098,38.88,7.6
9670,005290,-71.3408,-26.49557,14.34,8.2
9671,005290_2,-74.13591,-39.19699,18.83,7.3
9672,005291,-73.22057,-36.74522,29.92,8.1
9673,005291_2,-70.505,-22.55711,26.52,7.3
9674,005292,-72.91666,-36.17436,33.53,7.9
9675,005292_2,-73.62372,-41.9968,43.66,7.5
9676,005293,-73.42222,-39.91321,42.91,7.9
9677,005293_2,-70.12709,-25.55933,52.85,7.6
9678,005294_2,-72.25519,-31.38337,12.9,7.4
9679,005295,-74.26173,-39.15526,16.03,8.3
9680,005295_2,-70.82149,-26.33472,27.55,7.4
9681,005296,-70.48303,-20.29891,31.1,8.0
9682,005296_2,-69.93481,-23.53606,48.27,7.4
9683,005297,-74.43721,-39.52018,13.59,7.8
9684,005297_2,-70.74298,-25.13111,28.81,7.6
9685,005298,-71.30251,-26.66844,15.79,8.0
9686,005298_2,-70.2936,-25.25038,44.95,7.4
9687,005299_2,-73.58941,-36.65936,21.14,7.4
9688,005300,-71.30283,-31.07958,46.04,7.9
